,BTC-USD,ETH-USD,BNB-USD,XRP-USD,ADA-USD,SOL-USD,DOGE-USD
2023-09-18 03:00:00+00:00,26659.09765625,1629.741455078125,217.83009338378906,0.49733662605285645,0.24928376078605652,19.204221725463867,0.06180885061621666
2023-09-18 04:00:00+00:00,26624.9296875,1630.4285888671875,217.0811767578125,0.4974207580089569,0.24934981763362885,19.059606552124023,0.06172334402799606
2023-09-18 05:00:00+00:00,26668.037109375,1631.51220703125,217.27032470703125,0.49570736289024353,0.2490149587392807,19.13796615600586,0.061782192438840866
2023-09-18 06:00:00+00:00,26672.318359375,1630.5111083984375,217.33584594726562,0.49320802092552185,0.24866288900375366,19.120891571044922,0.06176590919494629
2023-09-18 07:00:00+00:00,26712.169921875,1634.26611328125,216.98672485351562,0.49175697565078735,0.248551607131958,19.11829376220703,0.06181992590427399
2023-09-18 08:00:00+00:00,26709.994140625,1632.307373046875,216.82974243164062,0.49377959966659546,0.24880412220954895,19.142364501953125,0.06181207299232483
2023-09-18 09:00:00+00:00,26892.505859375,1638.9716796875,218.9569854736328,0.4954739809036255,0.251017302274704,19.29408836364746,0.06216682866215706
2023-09-18 10:00:00+00:00,27101.80859375,1648.3778076171875,219.52716064453125,0.49914172291755676,0.25407278537750244,19.637439727783203,0.06249308958649635
2023-09-18 11:00:00+00:00,27194.37109375,1654.5010986328125,219.67431640625,0.5010942220687866,0.25377988815307617,19.585155487060547,0.062434080988168716
2023-09-18 12:00:00+00:00,27393.357421875,1665.7509765625,220.3582000732422,0.5037310719490051,0.2550373077392578,19.909595489501953,0.06277667731046677
2023-09-18 13:00:00+00:00,27258.416015625,1658.1800537109375,219.2993927001953,0.5027920603752136,0.2537491023540497,19.792110443115234,0.0624634250998497
2023-09-18 14:00:00+00:00,27296.96484375,1659.908447265625,219.80694580078125,0.506560742855072,0.2552580237388611,19.925640106201172,0.06260227411985397
2023-09-18 15:00:00+00:00,27268.5390625,1655.4691162109375,219.55859375,0.504580557346344,0.254416286945343,19.98759651184082,0.06242959573864937
2023-09-18 16:00:00+00:00,27262.826171875,1656.850830078125,219.4404296875,0.5046342015266418,0.25572872161865234,20.010244369506836,0.06241503730416298
2023-09-18 17:00:00+00:00,26765.4765625,1638.5428466796875,216.40223693847656,0.5006434321403503,0.25213027000427246,19.70962905883789,0.061788540333509445
2023-09-18 18:00:00+00:00,26693.267578125,1635.7794189453125,215.83229064941406,0.5002366900444031,0.2513296902179718,19.562822341918945,0.06163189932703972
2023-09-18 19:00:00+00:00,26845.892578125,1641.6959228515625,216.7959747314453,0.5040814280509949,0.2524208724498749,19.80722427368164,0.061899103224277496
2023-09-18 20:00:00+00:00,26777.376953125,1638.2076416015625,215.627197265625,0.5048480033874512,0.252155065536499,19.743879318237305,0.06187024340033531
2023-09-18 21:00:00+00:00,26811.94140625,1638.8944091796875,215.91285705566406,0.5056754350662231,0.2523818910121918,19.758211135864258,0.06192901358008385
2023-09-18 22:00:00+00:00,26876.2421875,1642.113037109375,216.64712524414062,0.5056557655334473,0.2529307007789612,19.80411148071289,0.0621231272816658
2023-09-18 23:00:00+00:00,26754.513671875,1637.5855712890625,216.0094451904297,0.5032033324241638,0.2517423927783966,19.65846824645996,0.062017131596803665
2023-09-19 00:00:00+00:00,26694.05859375,1630.970703125,215.9239044189453,0.5030043721199036,0.25171247124671936,19.69377899169922,0.06203993037343025
2023-09-19 01:00:00+00:00,26708.66796875,1633.462158203125,216.22032165527344,0.5036182403564453,0.2524769604206085,19.773956298828125,0.06203842535614967
2023-09-19 02:00:00+00:00,26814.08984375,1639.3023681640625,216.7896270751953,0.5113049745559692,0.25409191846847534,19.88075065612793,0.062161657959222794
2023-09-19 03:00:00+00:00,26828.322265625,1634.9075927734375,216.49905395507812,0.5093502402305603,0.2545962333679199,19.93650245666504,0.0622589997947216
2023-09-19 04:00:00+00:00,26872.72265625,1638.61669921875,216.92266845703125,0.509615421295166,0.2549639046192169,19.92775535583496,0.06247921660542488
